Plate,Id,Time,AACS,ABCG2,ACSL6,ACSS1,ALAS1,AMDHD2,ANGPTL4,ARHGEF2,BATF,BCL11A,betaglobin,BPI,CD151,CD44,CREG1,CRIP2,CTCF,CTSA,CYP51A1,DCP1A,DCTD,DHCR24,DHCR7,DPP7,EGFR,EMB,FAM208B,FDFT1,FHL3,FNIP1,GAB1,GLRX5,GPT2,GSN,HMGCR,HMGCS1,HRAS1,HSD17B7,HSP90AA1,HYAL1,LCP1,LDHA,MAPK12,MFSD2B,MID2,MKNK2,MTFR1,MVD,MYO1G,NCOA4,NSDHL,PAPD5,PDLIM7,PIK3CG,PLAG1,PLS1,PLS3,PPP1R15B,PTPRC,RBM38,REXO2,RFFL,RHPN2,RPL22L1_1,RPL22L1_2,RPL22L1_3,RSFR,RUNX2,sca2,SCD,SERPINI1,SLC25A37,SLC6A9,SLC9A3R2,SMPD1,SNX22,SNX27,spike1,spike4,SQLE,SQSTM1,STARD4,STX12,SULF2,SULT1E1,TADA2L,TBC1D7,TNFRSF21,TPP1,TTYH2,UCK1,UNKNOWN8,VDAC3,VRK3,WDR91,XPNPEP1
1,Cell_1,0,0,0,17.3324525818806,20.0696047361721,266.431372103401,0,0,47.3280280832138,41.6704166043554,0,992.443154692718,22.7351671929472,0,0,202.722841106655,0.013177316374255,0,10.5078543148001,1.56155103266957,19.4217283625676,0,20.8879378997256,0,0,39.6039402627802,17.3008057929324,19.666973112054,0,48.2720619675588,0,22.7939316790219,0.79680404614448,0,127.533725452074,0,2.00058892699782,44.8887061589392,17.3073515475883,6.69190204919749,15.2847783739865,38.8085156419052,872.350734381207,0,25.4424852863328,3.84546592407759,38.007176505904,15.4733641326227,0,3.01676514786021,100.949663293027,0,0,35.6584238075981,0.965344545672763,28.6791901135917,14.306863793031,0,19.3451369703974,0,82.5002815918939,34.7213873361821,105.150972913218,35.6523193458038,660.725052849147,609.940020062558,651.831046460741,0,67.0143056855024,96.8244857307109,47.3911261378309,0,19.4151502713541,54.7988901211707,40.5186928686431,0,27.4634234104509,40.6417953241575,383.564276079058,514.323277264238,2.51885685764631,0,17.1483309278045,164.576248091844,82.9074377359086,12.9378194384845,23.5962670758534,64.0411348519923,0,60.2010534866506,29.9119327677915,0,2.86159126274901,28.1369611630233,15.0405689681074,0,73.6730205567424
1,Cell_14,0,71.5613581654239,35.0984927751681,9.441001859395,53.746602445403,124.323524906069,28.4300801961992,34.6394009052633,79.7446038816641,3.27252969550135,17.3845874190199,400.056349548135,29.6591075750412,87.8364141445743,0,119.204913527766,18.940950608498,73.4741512595817,43.9530173388269,134.249855346934,70.3203971579757,0,404.602513888408,59.9247048703484,0.460333085926093,44.6808111931318,537.992739779145,64.6100704709983,0,270.188429395637,27.0451633005126,0,15.0075952930285,0,0,0,62.8047479354438,247.659992879582,37.5157184908294,101.132268435433,30.8412529831459,351.043657851949,2579.09698718951,22.9903402651099,17.4141000662975,86.3776686593059,135.788617799694,342.526824171613,225.97765967025,0,103.167008841182,266.22817197044,12.482114480269,103.83776553606,4.40583853292067,45.6237524084928,85.180553152298,67.5487947659219,128.791983166729,0,178.830653814138,102.117385326532,59.5730530987518,0,540.523062114431,525.906684321637,532.491786971483,26.1677776995836,96.31104914194,1078.78402941629,305.77377625653,0,30.0759892031578,93.8029021442155,0,15.6727862391943,0,84.1604867495403,513.009781471801,384.546343246081,124.73047036559,238.187465441888,237.417459522915,139.737298428884,875.552387961481,11.701640803391,53.5619130072192,136.582908739515,7.30702307615419,100.562331508148,23.1905572730307,149.135893661458,0,91.1173316458059,5.41413058026519,78.8267551725584,65.9387413384152
1,Cell_26,0,39.4817258073858,0,0,10.1389649727043,366.367192539631,0,58.1822324481615,56.6037884028781,49.4507195510691,34.6232017688212,0,27.4483552579056,60.2567479777841,20.0250044551985,50.7378217470313,245.454685849868,16.9748842110988,7.56506043892483,11.2811125454265,0,31.5528880900557,17.0191332293583,13.0677522984371,0,42.0555919925143,99.8263940321475,0,0,290.051724869909,0,0,7.98112787073432,2.44448028261863,196.599549897326,0,102.263467397235,43.345373471412,0,37.7527747553402,0,379.570278321198,1996.34823120037,0,1.01196320775387,10.2801248338598,15.8183981599257,73.6440333993967,164.473606402665,0,100.131476472868,0,141.774769301069,194.516145494007,4.09046404128848,67.7103892801144,24.7322241085812,35.559727130403,0,133.06558095386,29.7106406354175,64.9154909627487,24.4063998921409,0,528.914097395772,521.587812134305,572.361288358095,78.506318016193,163.759455295389,459.535491061434,35.3766788234693,0,31.1270745676911,26.2867981077552,37.8937147059711,63.8648732823709,0,0,398.697430816321,494.801371332013,0,0,31.9943348494404,34.2977703914688,121.229643827024,8.46322228047474,7.32470348621949,7.81890044375574,9.89847550599037,12.8821872144829,0,44.8932705740728,14.3041180059031,32.1960277434128,0,46.5482588243715,31.2916621487311
1,Cell_38,0,33.4958100897668,0,0,0,45.9925747140784,0,0,56.4836779680485,0,32.681541511152,0,123.75066593363,0,0,64.4657772034085,87.2138284277123,2.71964215767638,15.9444459172275,31.4815739959245,47.0657055968343,0,0.251079331591568,3.79019261883205,22.3487058832601,0,0,12.6645964189502,0,691.956751014866,81.9594335606971,47.5765461967716,0,23.5095892594246,23.4213157264676,0,24.8413208115519,0,0,122.838352542227,38.1311957656873,104.428680338144,2438.65733502458,0,8.93450677680491,29.923759554561,54.4234427984992,125.99713495677,0,9.20683932009164,61.0871284079574,0,12.0395184038853,66.6481931317051,0,0,11.9341119341857,32.5885794014118,183.824383782411,117.356646291243,505.607000463212,189.72199166174,28.7416286280778,0,1068.12298763121,1052.96326373273,1087.44761449574,0,0,285.404159067867,76.1115717843652,0,41.5555558450198,106.385348769183,110.776453664494,57.6446490428414,50.852196594693,26.7758527749624,356.122687586621,553.955258653611,35.4448610298055,152.255580678459,31.1413673971596,329.569953269636,0,39.8068290621657,0,0,0,170.123773264259,0,54.8774704835545,0,22.5624393453853,0,77.1161220092366,40.9592515628131
1,Cell_50,0,0,0,24.8295232141467,131.590307938161,65.1238733400425,51.6690790221076,0,0,0,79.2814631888772,6923.69537810466,0,0,0,0,0,80.8765708524233,15.4748493924119,0,102.665285650544,171.874828469431,32.3343724046367,0,0,0,92.2397727476621,32.6880688661014,0,18.5137355350182,84.1655650170835,0,15.0543468724976,60.1047066245446,0,0,54.473216936878,138.113837938104,0,6.89100456658952,0,0,49.5235006905653,34.2926710190807,36.1275474279946,0,121.528563988647,100.177603464538,0,0,256.10889734528,0,86.7891183624767,0,0,193.430911307317,112.313201421332,118.014368684371,0,0,297.675790391265,49.4551865114365,29.5353872660602,142.744502439033,661.085780535265,847.838161290712,797.401590929638,0,0,0,0,0,154.046717781949,87.9679254061712,130.917146608198,0,225.509824001116,48.1103597917259,459.74217313067,429.101455215845,0,35.1462215543768,0.224416032688891,0,0,0,34.3920217688927,286.086635459573,0,70.1141791247727,28.8718100867637,79.5876787098795,25.4000831285095,5.93288859785176,63.8149603166757,74.2473929078343,0
1,Cell_62,0,0,0,0,0,155.719646390786,0,0,53.8760596044853,174.015083557461,53.3850531017069,384.425632300984,145.231035218953,295.993682397039,106.848965771829,212.284224447365,129.031355564958,0,31.4910313770656,112.981908312127,111.505295259725,32.9805433826934,102.312815372606,40.2963184851182,0,63.260202262539,68.7295445270208,77.7558202170878,0,130.959284407559,53.9539845739715,105.161103336857,0,0,148.464347760169,0,115.915453402403,166.587790118204,0,65.7266670357377,0,406.262035574154,3609.23085609053,0,0,37.0997724615111,112.466105448793,179.751390846243,37.6530694890928,24.6741698817446,0,108.307064922904,0,47.1741753584828,0,0,41.1827662337509,0,74.1253210687736,0,0,144.132833942861,0,0,264.000838856353,303.949773503243,275.821908352512,48.6902749903792,40.9246514245827,2309.73022852418,18.1513279380182,0,0,0,55.7037617737247,42.8588556102161,0,0,484.603556825612,407.087469202082,124.433083707072,120.368197162522,37.5603846793336,28.4861797935663,227.86619400482,63.1916811877943,0,0,1.72941018812313,35.3965533560529,0,27.6994991167055,31.2871840827202,68.1364063396647,20.9168758824374,0,0
1,Cell_74,0,0,0,0,0,175.068004911654,0,0,0,0,0,0,27.843002759195,0,32.8674112345596,42.4455876394732,8.35615285694924,0,0,2.27286234963486,44.3438351234746,0,31.4487679503503,0,0,0,0,0,0,166.593262324604,0,0,0,0,0,0,1.333360444181,22.8110092494367,0,10.6619636500107,0,68.6925536905513,2839.47168981317,0,0,8.56813584360899,21.395149332202,0,0,0,0,0,0,90.7596590028887,0,18.0181287368511,0.258609771565183,0,0,0,0,39.4616920751299,0.427713477586939,0,131.081313421128,156.761262137372,148.240932708977,15.9171355166154,0,239.283209033281,0,25.1619068533138,0,44.217456148647,15.8764863048209,0,40.8935326770636,0,362.303485142492,544.504934687223,0,33.4896753042121,0,0,80.7315297269483,16.8629713380943,30.8384515853976,0,0.476850763910211,0,0,0,0,0,0,0,27.5300310789296
1,Cell_86,0,0,0,0,0,1664.79008025541,0,0,35.3213751935784,221.563674297283,265.161422713038,1797.75854098132,112.100160110628,282.517896248916,0,70.4389499925928,42.3601081768284,93.8441473721464,20.4732116032209,158.151042815324,95.6991355962358,172.144908204239,76.4030119754976,9.25961916364823,32.7469184735121,246.986132064663,379.348159649097,20.7238236717093,0,430.943190957184,0,49.7798310399066,0,0,94.8595210108033,0,125.607714951193,286.450647468888,150.092438645363,115.63699699504,100.810987527885,184.608632778071,2686.00251727094,0,57.1823088803878,82.4054310583758,145.736098982211,223.517774077628,37.4994782717167,57.9742452759157,82.52988920642,280.384700396542,279.271781923289,224.515302388511,19.5167055405709,108.250478995481,47.7913179502236,0,264.117132647213,43.7876417578548,191.474332451445,262.32332778481,35.3311785322672,0,111.742447000654,124.568917280557,138.034514641921,89.3279561857616,482.941699710798,1801.68093648402,258.078378410952,0,47.0984278585933,146.429262231911,181.657504775597,275.687533135837,119.160211446104,124.431786075942,429.169915784911,459.668835718955,310.759985344245,0,218.434501847981,61.2022216367818,531.626760989188,0,0,63.5790810145127,2.11406034505588,139.649938543168,77.2869274888086,157.856205832092,9.76456657927817,229.997986095025,25.8731601128139,66.3213407961655,33.7636743255612
1,Cell_13,0,12.319746228481,0,0,0,97.8747724727521,141.259904250498,0,0,0,55.9893696843205,505.700765985993,29.9230998762124,50.7320398018539,0,133.652896499012,0,109.724497541706,0,84.5217881051834,251.070743173451,66.7409465960174,18.9435151122994,0,16.866315054117,28.0520539670159,37.0287335768736,0,0,328.203613682973,83.8137212455298,90.4235098923033,2.95466865903905,0,0,0,20.4150870411512,195.431776546789,0,36.0398592935536,75.0881745206037,0.239851491086835,320.829575886672,0,0,22.8527740022983,89.9268496522159,158.109227022627,57.3485010660795,0,28.576254982166,0,38.0797017361478,49.3934673921111,16.9255448767696,4.14126927596482,48.7526867818745,48.020415898271,209.137366926888,0,263.189726233722,1.37312075397974,112.793041257426,0,1189.7625468994,1243.64403769836,1273.01652665767,0,45.8633786416179,335.498027345189,31.3059173893309,9.14646206376493,116.894748136325,77.6394543381244,62.5634728870001,123.383939337104,100.427827732455,31.2835366052875,458.866448631481,429.920374659817,79.8567682698393,302.364384331976,25.1953727213327,404.035204496769,137.939639715491,22.519111533417,26.4767385346496,10.3452197341977,0,283.204059164346,43.737168918798,145.205091757222,11.5643500018942,55.4997786900019,17.7963280586897,233.433319897716,0
1,Cell_25,0,1.61386249585049,79.4009698064333,4.19199173807357,18.6993897464379,109.598471167953,0,31.7089300720137,77.0736854671054,134.617861498487,36.2592928383346,876.311270367728,33.7976661950826,349.479607118546,62.2718857621061,141.456595390355,249.874119581898,82.7307137334164,4.80207475828436,59.0793448880343,175.637701985677,242.975761743179,165.940506374104,0,17.9913173743817,48.6333630381485,89.418942155828,0.89791881391798,0,229.457431700083,0,0,6.58850145418885,0,5.29394344806844,0,18.5738650572448,125.846875997938,33.2131705183066,59.1809747390621,64.5176932929838,236.236437196339,1831.17881924122,22.9831190262261,0,16.917702280886,58.8919358969929,65.598993008301,134.626526543128,8.28236299345174,8.48046929596602,101.633540031213,29.1410616667881,140.321556287433,16.2708426498643,78.6211577512871,9.39739280364658,30.5636286900393,34.5868666012304,47.4921483278956,94.9111938178608,147.766542932106,20.9452632763306,0,543.052061605605,535.956248192371,554.145682232418,208.469674441697,63.7651506689457,825.0632111008,75.4002244771195,0,78.6661549190512,22.7281344117226,0,34.8284270593804,39.0099653958577,0,474.987518580431,415.328882965291,78.3695285732937,0,105.720273598813,139.635579787851,254.535224959701,22.1506379324088,0,100.410367960475,0,219.38720587047,84.4983891513296,56.5436626878708,14.6018917383432,254.140581236675,0,40.2806716277709,35.3267700478651
